NOP: 60
NINT: 18
0 267 1
267 355 2
355 385 3
385 715 4
715 875 5
875 984 6
984 1094 7
1094 1320 8
1320 1635 9
1635 1675 10
1675 1770 9
1770 1787 8
1787 1958 7
1958 2087 6
2087 2178 5
2178 2269 4
2269 2421 3
2421 300000 2
1 70 70
2 100 101
3 71 74
4 36 70
5 72 83
6 32 151
7 80 99
8 49 54
9 16 37
10 64 76
11 28 172
12 92 274
13 9 326
14 74 280
15 72 342
16 49 251
17 20 97
18 71 151
19 10 405
20 45 242
21 63 408
22 69 545
23 79 511
24 69 549
25 60 101
26 39 611
27 17 273
28 75 259
29 96 106
30 88 455
31 86 711
32 5 101
33 90 444
34 22 883
35 1 638
36 67 208
37 92 922
38 16 888
39 40 986
40 95 778
41 19 625
42 61 173
43 56 1101
44 63 586
45 47 617
46 14 668
47 60 1160
48 58 690
49 8 611
50 79 520
51 96 992
52 27 392
53 53 907
54 77 89
55 48 1352
56 70 441
57 89 1184
58 63 1412
59 51 402
60 91 732
