NOP: 45
NINT: 14
0 45 2
45 282 3
282 453 4
453 508 5
508 801 6
801 1108 7
1108 1109 8
1109 1176 7
1176 1440 6
1440 1521 5
1521 1602 4
1602 1680 3
1680 1718 2
1718 300000 1
1 53 54
2 21 25
3 16 26
4 92 92
5 98 99
6 89 120
7 47 115
8 58 107
9 46 210
10 95 187
11 91 217
12 26 95
13 70 258
14 20 278
15 88 159
16 80 263
17 86 397
18 53 91
19 60 161
20 16 550
21 95 219
22 9 552
23 75 597
24 59 196
25 54 227
26 15 340
27 75 553
28 56 744
29 38 783
30 99 188
31 92 883
32 86 562
33 24 33
34 24 609
35 82 276
36 99 966
37 10 1019
38 38 579
39 96 1070
40 33 710
41 1 131
42 24 1103
43 88 746
44 24 448
45 27 398
