NOP: 60
NINT: 17
0 246 2
246 547 3
547 801 4
801 998 5
998 1108 6
1108 1203 7
1203 1250 8
1250 1340 9
1340 1597 10
1597 1899 9
1899 2079 8
2079 2299 7
2299 2398 6
2398 2541 5
2541 2724 4
2724 2908 3
2908 300000 2
1 30 30
2 53 54
3 84 84
4 52 66
5 41 70
6 40 86
7 23 99
8 30 97
9 94 124
10 85 197
11 62 73
12 30 170
13 25 192
14 1 248
15 55 316
16 27 270
17 100 190
18 93 381
19 24 226
20 14 367
21 25 108
22 24 140
23 69 260
24 72 255
25 93 289
26 92 513
27 1 566
28 31 259
29 48 355
30 29 602
31 19 53
32 40 441
33 40 198
34 85 569
35 80 523
36 63 185
37 60 756
38 85 734
39 47 688
40 2 297
41 77 340
42 92 640
43 25 1005
44 47 1016
45 69 798
46 90 547
47 98 1129
48 66 1007
49 41 399
50 73 1035
51 43 57
52 93 632
53 25 1369
54 17 233
55 31 1138
56 74 508
57 62 144
58 95 1216
59 16 589
60 10 1474
