NOP: 60
NINT: 18
0 260 1
260 403 2
403 617 3
617 727 4
727 980 5
980 1057 6
1057 1188 7
1188 1375 8
1375 1484 9
1484 1654 10
1654 1737 9
1737 1977 8
1977 2031 7
2031 2133 6
2133 2266 5
2266 2410 4
2410 2421 3
2421 300000 2
1 46 47
2 18 21
3 84 85
4 82 82
5 87 100
6 79 140
7 10 168
8 47 122
9 13 27
10 46 113
11 22 34
12 46 213
13 65 91
14 23 214
15 30 208
16 13 239
17 59 141
18 22 376
19 66 247
20 76 280
21 28 38
22 74 446
23 16 347
24 99 288
25 32 357
26 19 125
27 55 199
28 98 356
29 57 177
30 67 261
31 97 189
32 82 335
33 24 529
34 83 481
35 28 158
36 85 306
37 9 175
38 44 765
39 23 380
40 7 953
41 63 768
42 41 612
43 80 505
44 17 264
45 46 465
46 85 847
47 81 487
48 93 995
49 60 1138
50 31 679
51 100 143
52 79 199
53 89 1052
54 20 1162
55 80 216
56 33 815
57 37 691
58 35 853
59 44 902
60 90 901
