NOP: 60
NINT: 19
0 163 1
163 290 2
290 375 3
375 589 4
589 796 5
796 933 6
933 1100 7
1100 1286 8
1286 1522 9
1522 1659 10
1659 1730 9
1730 1938 8
1938 2116 7
2116 2374 6
2374 2652 5
2652 2870 4
2870 3061 3
3061 3078 2
3078 300000 1
1 10 10
2 25 25
3 52 52
4 73 73
5 26 41
6 65 84
7 94 103
8 52 70
9 28 123
10 44 198
11 71 182
12 65 190
13 28 300
14 99 126
15 97 231
16 54 104
17 25 331
18 25 441
19 21 209
20 48 253
21 38 186
22 9 364
23 43 345
24 22 437
25 12 476
26 95 289
27 44 304
28 6 64
29 34 605
30 64 441
31 65 137
32 67 181
33 83 335
34 89 165
35 2 549
36 77 375
37 82 683
38 25 582
39 55 312
40 21 96
41 89 159
42 94 305
43 34 693
44 77 177
45 57 417
46 93 311
47 45 194
48 64 811
49 17 374
50 52 1025
51 3 393
52 12 61
53 32 402
54 99 1123
55 94 794
56 77 1358
57 23 1068
58 23 546
59 5 803
60 40 548
