NOP: 45
NINT: 13
0 219 2
219 363 3
363 637 4
637 873 5
873 983 6
983 993 7
993 1214 8
1214 1388 7
1388 1407 6
1407 1469 5
1469 1495 4
1495 1714 3
1714 300000 2
1 77 78
2 67 68
3 59 60
4 80 82
5 52 110
6 49 87
7 39 158
8 63 157
9 94 211
10 1 39
11 78 220
12 53 235
13 68 123
14 96 215
15 96 247
16 39 204
17 47 155
18 7 387
19 38 472
20 35 435
21 91 343
22 40 232
23 5 105
24 14 365
25 82 353
26 58 470
27 1 354
28 48 390
29 13 438
30 30 478
31 69 642
32 68 530
33 55 181
34 32 691
35 81 579
36 71 534
37 66 915
38 40 688
39 63 680
40 42 618
41 35 241
42 4 492
43 28 121
44 45 1054
45 93 246
