NOP: 60
NINT: 18
0 52 2
52 216 3
216 377 4
377 393 5
393 513 6
513 687 7
687 789 8
789 813 9
813 846 10
846 971 9
971 1203 8
1203 1459 7
1459 1720 6
1720 1882 5
1882 2180 4
2180 2382 3
2382 2387 2
2387 300000 1
1 72 73
2 61 62
3 15 30
4 42 69
5 47 53
6 5 57
7 90 109
8 39 89
9 29 40
10 97 127
11 49 116
12 31 227
13 95 225
14 27 50
15 30 106
16 52 304
17 2 113
18 86 117
19 14 92
20 95 253
21 36 187
22 1 491
23 15 273
24 13 336
25 91 347
26 40 40
27 30 577
28 7 288
29 88 312
30 16 464
31 36 291
32 19 261
33 61 516
34 60 115
35 21 321
36 82 544
37 94 156
38 81 205
39 80 737
40 74 580
41 49 734
42 47 495
43 35 62
44 66 899
45 22 118
46 47 943
47 44 408
48 18 757
49 76 203
50 49 406
51 27 1103
52 90 939
53 76 260
54 80 263
55 28 865
56 36 265
57 100 269
58 8 572
59 99 1326
60 79 1171
