NOP: 60
NINT: 17
0 272 2
272 512 3
512 815 4
815 893 5
893 1194 6
1194 1496 7
1496 1762 8
1762 1823 9
1823 1887 10
1887 1979 9
1979 2294 8
2294 2323 7
2323 2594 6
2594 2777 5
2777 2921 4
2921 3104 3
3104 300000 2
1 80 81
2 54 55
3 17 53
4 77 77
5 3 108
6 21 100
7 34 67
8 36 49
9 100 151
10 76 142
11 50 210
12 47 123
13 62 172
14 88 237
15 64 213
16 36 47
17 18 298
18 70 135
19 100 354
20 93 95
21 67 475
22 82 314
23 10 273
24 10 149
25 63 147
26 4 552
27 17 64
28 87 258
29 69 76
30 28 520
31 50 597
32 99 546
33 7 475
34 96 339
35 75 259
36 52 180
37 95 781
38 32 891
39 43 212
40 46 806
41 19 363
42 73 975
43 75 608
44 53 553
45 61 91
46 32 345
47 33 648
48 43 713
49 37 852
50 60 1015
51 75 1262
52 2 967
53 99 191
54 77 785
55 17 160
56 74 745
57 78 236
58 4 1296
59 29 822
60 67 1346
