NOP: 45
NINT: 13
0 38 2
38 84 3
84 116 4
116 291 5
291 530 6
530 768 7
768 779 8
779 845 7
845 1001 6
1001 1062 5
1062 1188 4
1188 1189 3
1189 300000 2
1 12 12
2 37 38
3 46 47
4 2 27
5 12 24
6 14 47
7 80 81
8 35 46
9 84 89
10 8 109
11 58 94
12 23 140
13 85 189
14 27 191
15 80 82
16 18 98
17 63 81
18 64 180
19 11 46
20 45 291
21 44 173
22 66 251
23 33 34
24 56 241
25 52 478
26 20 377
27 66 287
28 92 550
29 24 383
30 30 234
31 40 429
32 89 96
33 31 319
34 66 414
35 93 378
36 8 456
37 42 756
38 16 283
39 94 393
40 100 222
41 60 194
42 56 76
43 65 772
44 42 503
45 37 399
