NOP: 60
NINT: 19
0 160 1
160 226 2
226 485 3
485 714 4
714 1007 5
1007 1181 6
1181 1403 7
1403 1602 8
1602 1788 9
1788 1978 10
1978 2050 9
2050 2220 8
2220 2256 7
2256 2432 6
2432 2554 5
2554 2827 4
2827 2892 3
2892 3115 2
3115 300000 1
1 56 57
2 13 20
3 30 33
4 100 101
5 73 82
6 37 88
7 67 75
8 77 163
9 84 138
10 66 131
11 66 215
12 15 98
13 30 200
14 58 147
15 67 227
16 81 323
17 93 260
18 37 209
19 44 170
20 18 353
21 93 472
22 37 498
23 15 351
24 56 338
25 91 476
26 8 332
27 74 485
28 77 219
29 39 371
30 26 306
31 68 469
32 3 107
33 58 389
34 21 814
35 90 553
36 100 275
37 28 659
38 90 173
39 36 622
40 83 154
41 75 382
42 35 871
43 53 1069
44 62 588
45 96 706
46 72 1206
47 29 1079
48 29 678
49 57 987
50 39 103
51 25 327
52 13 1371
53 74 1321
54 66 968
55 70 946
56 51 238
57 89 413
58 94 980
59 96 294
60 98 1365
