NOP: 60
NINT: 18
0 86 2
86 310 3
310 397 4
397 427 5
427 589 6
589 642 7
642 767 8
767 1010 9
1010 1187 10
1187 1294 9
1294 1378 8
1378 1496 7
1496 1598 6
1598 1676 5
1676 1686 4
1686 1810 3
1810 2054 2
2054 300000 1
1 79 80
2 38 39
3 50 56
4 79 81
5 43 57
6 84 115
7 68 152
8 30 98
9 49 148
10 5 143
11 55 157
12 29 39
13 4 125
14 31 240
15 74 80
16 48 217
17 30 187
18 51 160
19 2 151
20 63 257
21 37 213
22 56 455
23 26 247
24 10 489
25 10 107
26 95 489
27 93 117
28 85 545
29 21 597
30 49 338
31 30 513
32 88 180
33 9 595
34 40 393
35 56 625
36 58 797
37 57 665
38 18 563
39 46 181
40 76 732
41 37 373
42 9 428
43 33 528
44 1 249
45 13 300
46 59 406
47 41 896
48 74 904
49 82 233
50 4 607
51 72 713
52 44 169
53 53 231
54 58 495
55 25 747
56 5 946
57 81 976
58 42 1246
59 4 706
60 46 539
