NOP: 45
NINT: 14
0 146 1
146 156 2
156 179 3
179 457 4
457 640 5
640 721 6
721 1016 7
1016 1217 8
1217 1400 7
1400 1713 6
1713 2020 5
2020 2090 4
2090 2235 3
2235 300000 2
1 83 84
2 21 22
3 74 74
4 9 57
5 3 92
6 99 99
7 46 114
8 27 166
9 78 121
10 88 119
11 94 97
12 18 215
13 73 126
14 43 174
15 90 376
16 69 300
17 31 354
18 51 53
19 22 157
20 63 152
21 41 361
22 20 329
23 97 430
24 81 565
25 23 392
26 99 496
27 81 188
28 98 746
29 93 337
30 15 234
31 49 671
32 30 699
33 36 742
34 88 835
35 96 559
36 54 100
37 19 915
38 38 260
39 16 471
40 75 813
41 100 1033
42 84 1146
43 39 190
44 55 507
45 11 1095
