NOP: 60
NINT: 19
0 49 1
49 377 2
377 616 3
616 729 4
729 925 5
925 1190 6
1190 1216 7
1216 1427 8
1427 1596 9
1596 1848 10
1848 1994 9
1994 2183 8
2183 2408 7
2408 2464 6
2464 2564 5
2564 2866 4
2866 2983 3
2983 2992 2
2992 300000 1
1 44 45
2 69 70
3 32 34
4 89 90
5 47 97
6 73 76
7 65 81
8 26 117
9 79 92
10 74 84
11 70 131
12 59 83
13 66 216
14 37 304
15 90 106
16 32 266
17 61 174
18 21 96
19 70 457
20 55 255
21 58 285
22 64 208
23 46 114
24 58 326
25 65 575
26 26 636
27 98 443
28 51 57
29 69 796
30 55 328
31 90 530
32 6 11
33 89 837
34 72 526
35 6 169
36 41 325
37 18 773
38 18 399
39 38 924
40 77 192
41 87 853
42 84 86
43 74 769
44 3 221
45 47 912
46 93 204
47 2 132
48 58 638
49 87 955
50 98 1249
51 100 1165
52 82 646
53 78 458
54 63 1272
55 1 71
56 48 312
57 82 870
58 99 1045
59 85 1579
60 18 463
