NOP: 60
NINT: 17
0 61 2
61 318 3
318 435 4
435 569 5
569 804 6
804 1061 7
1061 1074 8
1074 1109 9
1109 1245 10
1245 1488 9
1488 1564 8
1564 1614 7
1614 1805 6
1805 2109 5
2109 2238 4
2238 2413 3
2413 300000 2
1 17 17
2 57 58
3 5 15
4 25 28
5 75 76
6 2 83
7 93 94
8 83 136
9 76 126
10 84 140
11 51 154
12 62 142
13 74 85
14 67 175
15 45 371
16 79 121
17 31 334
18 84 373
19 85 497
20 31 290
21 31 59
22 5 477
23 13 573
24 1 582
25 37 568
26 87 357
27 83 232
28 75 502
29 84 514
30 46 573
31 33 452
32 85 202
33 83 320
34 82 379
35 85 624
36 84 321
37 17 180
38 27 740
39 31 606
40 79 642
41 29 111
42 45 828
43 46 197
44 97 566
45 1 1058
46 69 748
47 59 601
48 39 93
49 93 1028
50 24 892
51 70 108
52 28 1283
53 80 591
54 73 216
55 6 1406
56 40 144
57 7 685
58 76 687
59 21 330
60 77 1523
