NOP: 60
NINT: 19
0 49 1
49 192 2
192 491 3
491 823 4
823 918 5
918 1177 6
1177 1244 7
1244 1247 8
1247 1532 9
1532 1706 10
1706 1883 9
1883 2141 8
2141 2415 7
2415 2657 6
2657 2786 5
2786 2847 4
2847 2878 3
2878 3168 2
3168 300000 1
1 100 101
2 47 48
3 31 36
4 42 52
5 73 98
6 96 110
7 27 154
8 28 206
9 6 70
10 47 135
11 16 85
12 24 115
13 96 233
14 4 61
15 25 166
16 93 227
17 86 341
18 62 230
19 39 159
20 49 423
21 93 313
22 44 322
23 66 364
24 81 202
25 49 118
26 38 265
27 59 386
28 85 551
29 19 629
30 3 120
31 88 421
32 53 473
33 27 727
34 84 726
35 80 421
36 2 587
37 89 688
38 74 655
39 82 344
40 19 404
41 19 946
42 97 120
43 93 970
44 96 827
45 14 340
46 97 333
47 100 278
48 75 1176
49 97 887
50 64 716
51 52 1354
52 77 1078
53 2 1081
54 29 1276
55 5 1034
56 23 600
57 50 468
58 74 467
59 78 459
60 62 833
