NOP: 45
NINT: 15
0 31 1
31 63 2
63 137 3
137 194 4
194 318 5
318 412 6
412 535 7
535 738 8
738 761 7
761 834 6
834 1112 5
1112 1172 4
1172 1344 3
1344 1506 2
1506 300000 1
1 61 61
2 81 82
3 79 80
4 9 74
5 90 106
6 53 144
7 89 156
8 2 168
9 22 83
10 8 137
11 75 183
12 28 31
13 3 16
14 6 248
15 6 64
16 44 299
17 87 145
18 82 164
19 60 104
20 94 302
21 95 432
22 66 467
23 5 167
24 43 262
25 74 384
26 4 251
27 71 482
28 63 170
29 62 78
30 52 319
31 56 653
32 29 359
33 33 127
34 74 569
35 32 356
36 56 231
37 42 571
38 80 527
39 94 219
40 73 639
41 44 486
42 75 1016
43 16 24
44 6 253
45 85 836
