NOP: 45
NINT: 14
0 294 1
294 465 2
465 624 3
624 776 4
776 949 5
949 1118 6
1118 1176 7
1176 1255 8
1255 1517 7
1517 1679 6
1679 1741 5
1741 1930 4
1930 2138 3
2138 300000 2
1 77 78
2 28 33
3 84 84
4 24 58
5 24 55
6 85 114
7 94 124
8 78 174
9 42 177
10 49 171
11 99 180
12 81 88
13 69 240
14 18 334
15 27 108
16 3 124
17 7 227
18 100 402
19 33 422
20 58 172
21 7 123
22 80 277
23 73 191
24 69 222
25 52 424
26 13 41
27 81 318
28 22 228
29 98 403
30 62 417
31 68 638
32 12 144
33 95 781
34 54 221
35 4 425
36 32 205
37 35 700
38 28 837
39 62 163
40 93 399
41 17 820
42 85 280
43 98 174
44 83 629
45 88 110
