NOP: 45
NINT: 14
0 275 2
275 338 3
338 453 4
453 679 5
679 680 6
680 812 7
812 967 8
967 1024 7
1024 1140 6
1140 1239 5
1239 1491 4
1491 1546 3
1546 1804 2
1804 300000 1
1 43 43
2 4 20
3 98 99
4 13 44
5 100 100
6 96 109
7 33 72
8 38 89
9 36 92
10 8 200
11 2 166
12 1 37
13 55 200
14 93 252
15 83 182
16 53 158
17 47 362
18 77 237
19 70 169
20 58 129
21 76 409
22 97 386
23 82 105
24 98 474
25 48 308
26 17 78
27 14 264
28 94 663
29 62 75
30 55 409
31 99 572
32 37 193
33 67 112
34 22 856
35 16 457
36 6 826
37 44 649
38 85 913
39 59 532
40 35 432
41 38 660
42 47 274
43 94 868
44 12 1104
45 96 513
