NOP: 45
NINT: 14
0 106 2
106 149 3
149 337 4
337 607 5
607 755 6
755 806 7
806 1023 8
1023 1091 7
1091 1254 6
1254 1416 5
1416 1615 4
1615 1837 3
1837 2030 2
2030 300000 1
1 54 54
2 33 33
3 32 39
4 60 61
5 37 79
6 83 87
7 73 82
8 41 65
9 5 14
10 26 208
11 13 68
12 100 180
13 51 202
14 96 150
15 62 323
16 7 313
17 8 361
18 46 360
19 55 234
20 91 343
21 92 189
22 87 94
23 55 115
24 7 515
25 32 110
26 61 251
27 90 198
28 8 203
29 56 466
30 13 353
31 37 713
32 24 170
33 76 326
34 98 744
35 33 325
36 55 770
37 84 567
38 57 192
39 48 534
40 1 614
41 16 988
42 88 658
43 66 912
44 25 972
45 20 444
