NOP: 60
NINT: 18
0 289 1
289 313 2
313 368 3
368 617 4
617 724 5
724 766 6
766 1032 7
1032 1138 8
1138 1196 9
1196 1491 10
1491 1726 9
1726 1839 8
1839 2089 7
2089 2271 6
2271 2504 5
2504 2602 4
2602 2616 3
2616 300000 2
1 76 76
2 69 69
3 33 66
4 49 60
5 6 73
6 22 109
7 59 89
8 64 136
9 68 188
10 25 59
11 12 176
12 18 73
13 45 159
14 2 243
15 50 72
16 82 280
17 26 270
18 89 282
19 96 345
20 48 381
21 14 446
22 77 249
23 33 412
24 17 336
25 25 493
26 6 104
27 69 524
28 28 508
29 77 90
30 51 361
31 64 482
32 69 74
33 66 440
34 94 177
35 24 682
36 14 695
37 6 113
38 2 228
39 100 622
40 12 175
41 27 214
42 41 403
43 83 277
44 54 186
45 83 369
46 82 443
47 3 397
48 95 567
49 99 1055
50 44 228
51 84 393
52 19 778
53 87 865
54 40 155
55 77 568
56 32 121
57 79 921
58 45 538
59 40 785
60 68 1228
