NOP: 45
NINT: 13
0 86 2
86 201 3
201 259 4
259 347 5
347 422 6
422 478 7
478 589 8
589 673 7
673 889 6
889 1093 5
1093 1201 4
1201 1396 3
1396 300000 2
1 33 33
2 45 45
3 46 46
4 5 24
5 79 79
6 1 96
7 17 99
8 67 69
9 26 37
10 60 102
11 13 148
12 5 109
13 36 50
14 80 189
15 58 70
16 24 104
17 17 113
18 18 126
19 46 113
20 73 180
21 74 284
22 91 221
23 57 158
24 16 296
25 93 275
26 56 150
27 32 38
28 11 321
29 26 69
30 34 46
31 52 66
32 25 319
33 1 510
34 2 56
35 1 58
36 61 90
37 54 167
38 41 89
39 25 82
40 94 671
41 29 274
42 85 129
43 7 143
44 56 171
45 30 718
