NOP: 45
NINT: 13
0 162 2
162 202 3
202 396 4
396 643 5
643 908 6
908 1138 7
1138 1214 8
1214 1389 7
1389 1484 6
1484 1666 5
1666 1830 4
1830 1970 3
1970 300000 2
1 98 98
2 43 47
3 52 64
4 25 52
5 91 105
6 20 132
7 28 88
8 32 79
9 85 177
10 34 140
11 60 239
12 82 273
13 8 132
14 70 236
15 78 99
16 50 74
17 98 372
18 7 260
19 79 124
20 73 183
21 50 93
22 61 130
23 75 231
24 60 366
25 36 477
26 61 515
27 24 375
28 94 566
29 34 153
30 8 577
31 99 252
32 39 753
33 51 383
34 58 216
35 24 575
36 12 699
37 83 647
38 66 283
39 75 871
40 72 153
41 87 724
42 21 113
43 53 141
44 50 690
45 75 995
