NOP: 45
NINT: 13
0 255 2
255 498 3
498 615 4
615 861 5
861 1122 6
1122 1154 7
1154 1336 8
1336 1546 7
1546 1678 6
1678 1699 5
1699 1939 4
1939 2081 3
2081 300000 2
1 41 41
2 90 90
3 64 65
4 2 96
5 30 64
6 90 92
7 6 56
8 31 96
9 12 153
10 79 114
11 39 183
12 75 151
13 27 147
14 63 285
15 42 131
16 55 211
17 96 341
18 4 343
19 31 166
20 35 283
21 23 71
22 85 191
23 48 260
24 98 125
25 63 349
26 80 269
27 7 590
28 7 345
29 17 451
30 37 357
31 28 105
32 42 275
33 45 586
34 95 555
35 63 101
36 35 543
37 10 128
38 70 139
39 76 677
40 82 438
41 95 593
42 5 572
43 100 837
44 67 247
45 58 266
