NOP: 45
NINT: 13
0 257 2
257 440 3
440 628 4
628 896 5
896 924 6
924 965 7
965 1115 8
1115 1165 7
1165 1314 6
1314 1597 5
1597 1898 4
1898 2081 3
2081 300000 2
1 57 57
2 22 25
3 20 34
4 100 101
5 74 79
6 28 87
7 14 16
8 75 141
9 50 81
10 62 189
11 86 206
12 85 266
13 58 227
14 60 346
15 76 216
16 85 130
17 37 397
18 5 13
19 45 494
20 83 346
21 67 94
22 50 310
23 45 488
24 18 252
25 69 76
26 38 625
27 51 476
28 40 697
29 29 635
30 36 640
31 53 644
32 51 531
33 33 173
34 10 786
35 55 506
36 100 857
37 95 907
38 20 490
39 27 619
40 95 654
41 77 217
42 66 637
43 48 543
44 86 636
45 73 861
