NOP: 60
NINT: 18
0 86 1
86 184 2
184 316 3
316 509 4
509 697 5
697 975 6
975 1254 7
1254 1412 8
1412 1440 9
1440 1607 10
1607 1671 9
1671 1906 8
1906 1952 7
1952 2171 6
2171 2385 5
2385 2410 4
2410 2505 3
2505 300000 2
1 3 4
2 24 25
3 6 10
4 1 6
5 57 57
6 100 100
7 46 47
8 6 94
9 75 91
10 17 54
11 53 58
12 84 171
13 58 202
14 48 233
15 35 36
16 9 297
17 81 257
18 54 87
19 16 323
20 58 359
21 30 315
22 58 326
23 28 399
24 97 418
25 18 135
26 92 419
27 76 486
28 61 372
29 31 553
30 98 277
31 3 588
32 54 140
33 92 414
34 11 302
35 4 382
36 40 640
37 36 501
38 21 489
39 8 393
40 60 411
41 84 378
42 91 346
43 45 231
44 34 830
45 91 691
46 74 809
47 80 917
48 84 931
49 31 909
50 3 106
51 85 710
52 2 149
53 95 474
54 93 1129
55 7 1297
56 98 395
57 81 1151
58 1 205
59 24 505
60 75 761
