NOP: 60
NINT: 19
0 62 1
62 165 2
165 454 3
454 728 4
728 1012 5
1012 1202 6
1202 1246 7
1246 1250 8
1250 1396 9
1396 1593 10
1593 1760 9
1760 1985 8
1985 2039 7
2039 2083 6
2083 2132 5
2132 2221 4
2221 2284 3
2284 2382 2
2382 300000 1
1 42 43
2 93 94
3 66 67
4 48 93
5 38 58
6 60 138
7 86 89
8 29 63
9 45 62
10 31 171
11 54 221
12 79 90
13 45 271
14 39 141
15 50 336
16 13 345
17 11 345
18 45 90
19 94 129
20 30 414
21 82 212
22 39 537
23 67 425
24 10 98
25 49 414
26 30 555
27 44 368
28 87 282
29 99 661
30 95 228
31 73 215
32 24 366
33 70 154
34 60 806
35 91 761
36 24 468
37 52 484
38 84 950
39 19 225
40 86 374
41 45 1048
42 31 337
43 23 81
44 16 446
45 79 1039
46 19 299
47 48 397
48 14 120
49 9 1208
50 63 142
51 84 752
52 69 1151
53 29 812
54 93 1285
55 20 678
56 59 1116
57 2 1054
58 6 1004
59 31 68
60 7 1120
