NOP: 60
NINT: 17
0 243 2
243 325 3
325 597 4
597 912 5
912 1072 6
1072 1285 7
1285 1542 8
1542 1662 9
1662 1855 10
1855 2118 9
2118 2357 8
2357 2496 7
2496 2609 6
2609 2795 5
2795 3015 4
3015 3221 3
3221 300000 2
1 58 58
2 52 53
3 53 54
4 41 77
5 13 57
6 49 65
7 51 64
8 89 134
9 44 146
10 56 120
11 18 55
12 51 260
13 29 271
14 80 199
15 38 65
16 81 165
17 92 139
18 73 313
19 82 475
20 81 484
21 79 215
22 66 312
23 43 53
24 99 504
25 68 368
26 45 49
27 1 566
28 7 337
29 20 621
30 66 619
31 37 616
32 83 790
33 13 123
34 38 701
35 77 833
36 52 714
37 29 120
38 39 401
39 82 376
40 18 341
41 83 777
42 90 370
43 89 841
44 6 705
45 29 955
46 42 94
47 63 718
48 63 1169
49 72 431
50 75 90
51 63 820
52 65 953
53 64 554
54 68 212
55 68 450
56 30 563
57 51 618
58 62 927
59 81 412
60 9 1349
