NOP: 45
NINT: 14
0 107 1
107 173 2
173 322 3
322 444 4
444 510 5
510 637 6
637 770 7
770 997 8
997 1005 7
1005 1018 6
1018 1171 5
1171 1382 4
1382 1658 3
1658 300000 2
1 42 42
2 64 64
3 78 79
4 22 88
5 75 82
6 24 43
7 54 84
8 55 149
9 88 117
10 7 125
11 7 211
12 18 51
13 73 105
14 59 177
15 45 263
16 60 331
17 9 59
18 99 368
19 19 46
20 41 261
21 1 25
22 4 30
23 93 147
24 1 300
25 91 389
26 78 358
27 33 146
28 61 603
29 50 481
30 30 497
31 39 270
32 100 625
33 35 249
34 43 320
35 78 703
36 80 84
37 52 840
38 67 131
39 27 827
40 32 930
41 58 876
42 9 312
43 96 255
44 62 982
45 87 346
