NOP: 60
NINT: 18
0 15 1
15 155 2
155 281 3
281 373 4
373 374 5
374 603 6
603 761 7
761 1059 8
1059 1104 9
1104 1201 10
1201 1353 9
1353 1449 8
1449 1690 7
1690 1875 6
1875 2064 5
2064 2310 4
2310 2521 3
2521 300000 2
1 18 19
2 30 30
3 73 74
4 83 83
5 76 83
6 85 129
7 17 20
8 57 175
9 58 73
10 98 145
11 8 34
12 62 137
13 18 118
14 5 53
15 62 100
16 23 352
17 90 221
18 63 305
19 18 284
20 5 153
21 51 337
22 52 87
23 9 282
24 60 437
25 60 96
26 53 218
27 94 272
28 16 90
29 63 268
30 33 319
31 50 486
32 37 54
33 29 334
34 85 311
35 65 765
36 83 96
37 100 321
38 97 388
39 19 451
40 51 862
41 33 642
42 38 149
43 35 212
44 86 156
45 83 577
46 93 991
47 29 1175
48 12 172
49 72 572
50 15 400
51 62 1012
52 24 1207
53 39 570
54 27 188
55 67 730
56 28 144
57 62 692
58 75 481
59 13 1225
60 73 1355
