NOP: 60
NINT: 19
0 90 1
90 183 2
183 386 3
386 533 4
533 623 5
623 648 6
648 745 7
745 900 8
900 1060 9
1060 1134 10
1134 1253 9
1253 1509 8
1509 1680 7
1680 1746 6
1746 1873 5
1873 2029 4
2029 2291 3
2291 2502 2
2502 300000 1
1 21 21
2 23 23
3 38 39
4 2 6
5 45 45
6 27 35
7 82 82
8 54 61
9 61 139
10 17 30
11 57 94
12 53 127
13 55 169
14 27 88
15 5 268
16 44 150
17 56 59
18 25 142
19 73 91
20 32 375
21 67 263
22 4 316
23 75 429
24 27 268
25 47 152
26 61 180
27 14 39
28 39 515
29 32 440
30 93 370
31 29 493
32 79 476
33 81 102
34 40 404
35 82 302
36 53 178
37 92 774
38 77 592
39 12 47
40 51 720
41 77 841
42 23 926
43 26 433
44 52 173
45 49 173
46 28 416
47 55 188
48 43 59
49 44 435
50 91 546
51 32 432
52 92 305
53 81 401
54 80 621
55 22 147
56 40 702
57 31 992
58 66 653
59 29 536
60 1 580
