NOP: 60
NINT: 17
0 91 2
91 210 3
210 467 4
467 543 5
543 845 6
845 1036 7
1036 1041 8
1041 1274 9
1274 1452 10
1452 1484 9
1484 1495 8
1495 1583 7
1583 1754 6
1754 1765 5
1765 1907 4
1907 2005 3
2005 300000 2
1 77 78
2 10 37
3 97 97
4 78 89
5 17 28
6 58 97
7 28 41
8 33 166
9 82 107
10 99 124
11 14 27
12 45 85
13 91 246
14 14 280
15 5 361
16 69 226
17 76 261
18 85 210
19 21 345
20 23 127
21 25 189
22 93 518
23 48 70
24 50 152
25 99 586
26 92 519
27 99 352
28 86 595
29 97 404
30 87 185
31 67 711
32 63 449
33 37 463
34 2 275
35 76 798
36 14 59
37 55 1018
38 97 368
39 79 101
40 80 915
41 71 1162
42 78 454
43 55 928
44 17 750
45 62 200
46 52 381
47 1 1183
48 97 1218
49 32 184
50 88 1157
51 69 112
52 19 692
53 38 321
54 58 982
55 76 770
56 88 94
57 52 748
58 49 417
59 89 803
60 38 478
