NOP: 60
NINT: 18
0 18 2
18 313 3
313 492 4
492 669 5
669 894 6
894 957 7
957 1082 8
1082 1353 9
1353 1363 10
1363 1572 9
1572 1795 8
1795 1846 7
1846 1880 6
1880 2126 5
2126 2361 4
2361 2463 3
2463 2471 2
2471 300000 1
1 52 52
2 65 66
3 43 54
4 47 64
5 93 98
6 76 89
7 76 136
8 79 152
9 50 231
10 47 259
11 5 185
12 27 273
13 33 174
14 19 303
15 68 304
16 16 288
17 34 121
18 65 363
19 97 264
20 52 77
21 46 247
22 62 148
23 75 523
24 60 583
25 66 261
26 87 280
27 48 348
28 51 258
29 26 585
30 51 758
31 92 137
32 44 382
33 88 233
34 81 690
35 16 181
36 38 42
37 1 379
38 17 555
39 24 52
40 54 682
41 13 512
42 33 826
43 3 442
44 39 763
45 59 993
46 80 862
47 51 569
48 32 38
49 17 1163
50 62 343
51 47 686
52 66 418
53 87 107
54 33 401
55 33 257
56 85 1353
57 45 340
58 73 1208
59 94 1407
60 51 1088
