NOP: 45
NINT: 14
0 225 2
225 308 3
308 384 4
384 456 5
456 701 6
701 755 7
755 835 8
835 847 7
847 1017 6
1017 1211 5
1211 1483 4
1483 1655 3
1655 1805 2
1805 300000 1
1 92 92
2 80 81
3 78 78
4 30 123
5 94 104
6 42 94
7 11 121
8 49 117
9 10 82
10 65 181
11 11 245
12 69 156
13 61 245
14 60 276
15 88 103
16 72 179
17 38 442
18 51 137
19 56 473
20 49 116
21 8 149
22 49 341
23 87 457
24 90 97
25 25 613
26 83 267
27 71 525
28 30 38
29 79 528
30 92 178
31 80 359
32 32 160
33 74 368
34 55 924
35 34 136
36 99 359
37 27 903
38 88 603
39 18 534
40 7 439
41 35 149
42 98 876
43 83 134
44 36 568
45 8 653
