NOP: 45
NINT: 14
0 80 2
80 175 3
175 353 4
353 503 5
503 587 6
587 808 7
808 989 8
989 1011 7
1011 1192 6
1192 1284 5
1284 1314 4
1314 1503 3
1503 1595 2
1595 300000 1
1 10 11
2 47 48
3 64 64
4 30 47
5 31 31
6 34 89
7 98 100
8 8 139
9 11 120
10 84 115
11 26 150
12 75 100
13 6 137
14 50 168
15 35 270
16 85 244
17 89 198
18 54 212
19 88 105
20 96 242
21 6 239
22 13 98
23 25 451
24 82 481
25 42 66
26 90 535
27 89 554
28 16 487
29 9 129
30 14 179
31 65 174
32 10 441
33 41 555
34 37 378
35 94 274
36 20 611
37 37 65
38 43 632
39 59 429
40 47 91
41 6 118
42 91 781
43 85 396
44 88 162
45 85 286
