NOP: 60
NINT: 19
0 282 1
282 550 2
550 813 3
813 1102 4
1102 1387 5
1387 1450 6
1450 1715 7
1715 1860 8
1860 2076 9
2076 2119 10
2119 2122 9
2122 2346 8
2346 2583 7
2583 2740 6
2740 2902 5
2902 3167 4
3167 3168 3
3168 3189 2
3189 300000 1
1 38 39
2 85 86
3 90 91
4 10 68
5 82 92
6 11 116
7 70 132
8 39 133
9 25 137
10 2 156
11 22 131
12 36 171
13 45 62
14 24 103
15 96 239
16 74 127
17 66 274
18 53 123
19 14 331
20 96 239
21 35 195
22 7 297
23 63 278
24 99 315
25 43 407
26 57 452
27 99 397
28 74 476
29 64 397
30 93 705
31 51 645
32 70 538
33 63 239
34 61 711
35 39 906
36 46 587
37 27 180
38 5 660
39 92 427
40 28 573
41 52 297
42 25 310
43 2 227
44 17 409
45 74 994
46 12 52
47 80 560
48 27 1028
49 23 1025
50 21 994
51 21 460
52 57 623
53 81 802
54 25 568
55 13 924
56 89 185
57 54 668
58 72 418
59 27 158
60 30 287
