NOP: 45
NINT: 14
0 190 1
190 422 2
422 575 3
575 778 4
778 933 5
933 941 6
941 1216 7
1216 1472 8
1472 1730 7
1730 1944 6
1944 2021 5
2021 2268 4
2268 2460 3
2460 300000 2
1 58 59
2 60 61
3 67 68
4 37 45
5 27 91
6 67 83
7 78 142
8 24 59
9 98 190
10 64 153
11 86 119
12 10 16
13 98 320
14 32 140
15 30 298
16 1 357
17 5 10
18 79 227
19 77 344
20 39 493
21 84 196
22 27 378
23 44 345
24 15 546
25 96 244
26 79 340
27 3 311
28 97 289
29 27 93
30 78 218
31 10 426
32 69 500
33 96 499
34 42 377
35 3 507
36 54 70
37 35 497
38 24 558
39 48 234
40 88 800
41 38 820
42 69 492
43 54 237
44 13 128
45 25 1106
