NOP: 45
NINT: 15
0 22 1
22 121 2
121 146 3
146 335 4
335 467 5
467 531 6
531 568 7
568 710 8
710 803 7
803 858 6
858 911 5
911 1030 4
1030 1145 3
1145 1376 2
1376 300000 1
1 27 27
2 9 9
3 37 37
4 95 96
5 81 82
6 90 120
7 68 99
8 21 96
9 92 156
10 83 259
11 12 244
12 96 292
13 37 226
14 71 175
15 64 305
16 60 383
17 1 140
18 22 26
19 55 356
20 25 432
21 28 361
22 3 532
23 78 399
24 55 474
25 38 530
26 2 548
27 82 511
28 65 264
29 40 203
30 99 511
31 64 608
32 77 368
33 36 279
34 8 631
35 74 839
36 8 648
37 13 185
38 59 298
39 69 819
40 45 669
41 51 189
42 32 695
43 59 86
44 2 952
45 72 76
