NOP: 45
NINT: 14
0 282 1
282 460 2
460 691 3
691 898 4
898 1055 5
1055 1099 6
1099 1157 7
1157 1400 8
1400 1671 7
1671 1715 6
1715 1841 5
1841 2052 4
2052 2364 3
2364 300000 2
1 93 93
2 57 57
3 61 74
4 96 98
5 4 41
6 85 86
7 41 175
8 23 120
9 29 74
10 31 32
11 89 90
12 43 220
13 99 304
14 55 354
15 6 6
16 55 256
17 69 132
18 4 319
19 35 466
20 64 450
21 3 404
22 40 76
23 19 368
24 22 176
25 90 268
26 100 190
27 28 370
28 79 469
29 80 432
30 81 390
31 68 319
32 78 739
33 91 371
34 88 260
35 31 850
36 49 320
37 66 872
38 55 682
39 37 823
40 23 884
41 82 681
42 44 485
43 63 345
44 95 1004
45 78 621
