NOP: 45
NINT: 15
0 202 1
202 275 2
275 485 3
485 627 4
627 747 5
747 772 6
772 922 7
922 1079 8
1079 1236 7
1236 1420 6
1420 1613 5
1613 1661 4
1661 1801 3
1801 1934 2
1934 300000 1
1 73 74
2 59 60
3 13 15
4 29 45
5 9 79
6 36 90
7 77 94
8 30 66
9 51 122
10 87 107
11 21 165
12 23 210
13 28 74
14 76 228
15 97 270
16 35 42
17 54 83
18 11 392
19 6 41
20 3 258
21 8 150
22 46 46
23 19 176
24 93 204
25 65 301
26 45 422
27 24 431
28 29 355
29 22 193
30 16 460
31 47 130
32 1 95
33 31 614
34 95 100
35 3 585
36 66 368
37 3 239
38 57 139
39 63 243
40 9 310
41 71 201
42 98 448
43 39 629
44 2 732
45 43 552
