NOP: 45
NINT: 14
0 257 1
257 341 2
341 386 3
386 518 4
518 637 5
637 665 6
665 722 7
722 742 8
742 784 7
784 955 6
955 1131 5
1131 1320 4
1320 1587 3
1587 300000 2
1 33 34
2 53 54
3 54 54
4 93 93
5 80 83
6 11 78
7 5 49
8 2 34
9 72 150
10 22 25
11 29 44
12 98 105
13 34 79
14 46 65
15 42 208
16 62 79
17 100 118
18 49 386
19 12 378
20 69 127
21 25 275
22 26 459
23 84 276
24 70 463
25 60 343
26 80 499
27 49 198
28 38 479
29 72 570
30 34 684
31 54 367
32 65 766
33 3 13
34 99 579
35 70 719
36 4 187
37 55 114
38 58 581
39 91 656
40 85 724
41 26 909
42 69 491
43 37 294
44 72 246
45 73 701
