NOP: 60
NINT: 18
0 144 1
144 370 2
370 389 3
389 557 4
557 625 5
625 706 6
706 804 7
804 1035 8
1035 1182 9
1182 1397 10
1397 1459 9
1459 1565 8
1565 1667 7
1667 1899 6
1899 2023 5
2023 2162 4
2162 2446 3
2446 300000 2
1 75 75
2 59 60
3 11 37
4 86 86
5 2 45
6 44 66
7 3 30
8 40 57
9 61 86
10 37 133
11 62 89
12 90 183
13 21 40
14 92 186
15 17 122
16 61 67
17 89 176
18 57 302
19 10 239
20 89 263
21 11 235
22 37 188
23 21 198
24 3 377
25 9 221
26 31 107
27 56 445
28 56 113
29 99 340
30 26 404
31 25 456
32 17 582
33 83 518
34 19 432
35 30 631
36 84 335
37 31 93
38 29 692
39 21 472
40 76 484
41 91 748
42 22 833
43 79 680
44 52 396
45 20 407
46 36 370
47 57 843
48 28 507
49 64 790
50 78 1033
51 80 723
52 41 815
53 99 495
54 67 582
55 84 1113
56 73 234
57 87 1179
58 9 758
59 21 777
60 79 792
