NOP: 60
NINT: 17
0 228 2
228 506 3
506 706 4
706 834 5
834 847 6
847 959 7
959 1032 8
1032 1109 9
1109 1374 10
1374 1480 9
1480 1726 8
1726 1841 7
1841 2079 6
2079 2168 5
2168 2463 4
2463 2666 3
2666 300000 2
1 89 90
2 41 42
3 81 81
4 38 46
5 3 110
6 49 112
7 19 19
8 51 130
9 14 26
10 74 133
11 84 205
12 33 90
13 45 123
14 55 86
15 45 129
16 3 86
17 54 139
18 11 223
19 61 377
20 72 393
21 66 345
22 12 20
23 42 235
24 98 187
25 74 406
26 70 337
27 10 129
28 55 480
29 78 568
30 95 239
31 75 737
32 85 769
33 21 443
34 93 163
35 34 154
36 87 699
37 93 237
38 43 392
39 54 733
40 100 992
41 46 419
42 79 648
43 28 1137
44 37 162
45 39 1100
46 74 96
47 59 926
48 84 749
49 65 1297
50 100 566
51 3 848
52 18 133
53 80 561
54 31 451
55 43 1258
56 5 299
57 18 1001
58 90 1314
59 18 502
60 66 223
