NOP: 45
NINT: 15
0 325 1
325 455 2
455 614 3
614 734 4
734 880 5
880 1008 6
1008 1217 7
1217 1396 8
1396 1424 7
1424 1631 6
1631 1951 5
1951 2139 4
2139 2421 3
2421 2660 2
2660 300000 1
1 49 50
2 84 84
3 95 95
4 11 57
5 76 87
6 68 142
7 77 102
8 82 214
9 84 252
10 74 244
11 30 219
12 84 214
13 98 296
14 19 108
15 95 228
16 81 260
17 3 433
18 67 370
19 42 148
20 52 381
21 44 618
22 94 117
23 36 664
24 89 104
25 29 307
26 21 349
27 22 266
28 69 439
29 83 345
30 77 407
31 9 47
32 96 361
33 98 586
34 6 425
35 78 104
36 45 936
37 29 363
38 87 971
39 20 878
40 78 362
41 50 54
42 89 871
43 35 148
44 100 728
45 17 186
