NOP: 45
NINT: 14
0 75 1
75 298 2
298 420 3
420 698 4
698 977 5
977 1213 6
1213 1259 7
1259 1474 8
1474 1594 7
1594 1655 6
1655 1865 5
1865 1974 4
1974 1988 3
1988 300000 2
1 27 28
2 78 79
3 52 53
4 36 70
5 76 76
6 95 113
7 2 76
8 34 182
9 87 92
10 95 151
11 3 24
12 84 156
13 36 243
14 16 210
15 77 156
16 60 391
17 31 238
18 23 427
19 13 434
20 24 434
21 27 462
22 52 400
23 37 272
24 7 75
25 60 426
26 96 534
27 42 206
28 21 190
29 85 452
30 51 626
31 96 120
32 16 612
33 86 274
34 53 719
35 68 423
36 46 801
37 16 173
38 75 437
39 100 624
40 82 234
41 54 469
42 85 1041
43 10 965
44 5 6
45 42 583
