NOP: 60
NINT: 18
0 63 2
63 294 3
294 407 4
407 617 5
617 815 6
815 1040 7
1040 1271 8
1271 1371 9
1371 1580 10
1580 1620 9
1620 1690 8
1690 1860 7
1860 1966 6
1966 2055 5
2055 2140 4
2140 2235 3
2235 2413 2
2413 300000 1
1 12 13
2 11 12
3 15 15
4 4 14
5 8 14
6 15 22
7 36 37
8 22 44
9 5 50
10 37 38
11 21 40
12 36 36
13 5 62
14 67 92
15 27 131
16 30 146
17 82 128
18 18 27
19 14 132
20 93 151
21 58 102
22 9 141
23 62 90
24 37 184
25 28 30
26 21 101
27 28 226
28 37 195
29 74 380
30 77 219
31 22 476
32 26 304
33 73 437
34 47 428
35 31 351
36 16 83
37 36 276
38 65 426
39 48 390
40 49 174
41 34 560
42 79 573
43 47 422
44 21 39
45 74 786
46 29 782
47 78 591
48 20 394
49 36 192
50 91 449
51 5 28
52 100 422
53 71 548
54 40 409
55 93 971
56 91 1068
57 28 559
58 84 770
59 4 1172
60 32 988
