NOP: 60
NINT: 19
0 300 1
300 508 2
508 603 3
603 633 4
633 741 5
741 892 6
892 944 7
944 1099 8
1099 1224 9
1224 1369 10
1369 1645 9
1645 1707 8
1707 1830 7
1830 2010 6
2010 2255 5
2255 2506 4
2506 2617 3
2617 2915 2
2915 300000 1
1 41 42
2 60 60
3 81 81
4 29 64
5 100 103
6 48 56
7 17 59
8 71 152
9 98 156
10 72 159
11 89 208
12 78 269
13 36 228
14 92 125
15 69 149
16 82 190
17 49 156
18 18 366
19 36 134
20 95 486
21 46 406
22 22 393
23 35 88
24 53 474
25 71 474
26 65 513
27 98 336
28 99 509
29 9 150
30 5 547
31 34 638
32 2 424
33 6 355
34 24 207
35 60 547
36 90 263
37 52 265
38 29 597
39 76 1004
40 54 318
41 3 30
42 75 915
43 30 107
44 55 1137
45 61 933
46 8 1056
47 24 426
48 80 502
49 20 856
50 84 277
51 20 1059
52 16 758
53 59 538
54 54 527
55 40 142
56 87 375
57 1 439
58 27 133
59 52 189
60 78 498
