NOP: 45
NINT: 14
0 208 2
208 373 3
373 473 4
473 671 5
671 952 6
952 1148 7
1148 1314 8
1314 1330 7
1330 1338 6
1338 1585 5
1585 1683 4
1683 1950 3
1950 2111 2
2111 300000 1
1 69 69
2 83 83
3 61 63
4 34 54
5 17 106
6 60 100
7 18 90
8 69 151
9 49 189
10 16 166
11 57 123
12 61 143
13 71 118
14 82 330
15 97 196
16 4 48
17 28 129
18 87 97
19 3 155
20 16 436
21 28 168
22 13 203
23 73 258
24 4 95
25 60 546
26 69 83
27 57 73
28 64 107
29 48 569
30 98 423
31 37 359
32 72 234
33 13 516
34 2 648
35 4 770
36 68 651
37 98 357
38 80 122
39 47 380
40 93 726
41 22 443
42 55 709
43 58 563
44 75 810
45 38 1003
