NOP: 60
NINT: 18
0 176 1
176 432 2
432 527 3
527 557 4
557 644 5
644 771 6
771 899 7
899 1130 8
1130 1362 9
1362 1470 10
1470 1608 9
1608 1849 8
1849 1951 7
1951 2072 6
2072 2277 5
2277 2491 4
2491 2701 3
2701 300000 2
1 53 53
2 74 74
3 38 46
4 14 23
5 84 88
6 62 129
7 15 62
8 51 141
9 96 132
10 34 128
11 45 209
12 13 68
13 53 162
14 19 159
15 41 161
16 38 113
17 60 109
18 20 385
19 27 208
20 16 166
21 87 312
22 84 214
23 7 461
24 8 145
25 2 288
26 64 307
27 64 421
28 41 213
29 75 543
30 47 454
31 1 167
32 76 441
33 33 380
34 92 576
35 11 499
36 44 366
37 3 785
38 11 131
39 46 224
40 79 88
41 80 111
42 15 385
43 17 366
44 75 461
45 34 955
46 37 461
47 41 460
48 95 440
49 58 454
50 7 625
51 50 1078
52 25 1090
53 58 821
54 45 161
55 49 311
56 93 515
57 98 410
58 77 1217
59 12 1285
60 9 907
