NOP: 45
NINT: 13
0 35 2
35 224 3
224 421 4
421 433 5
433 561 6
561 587 7
587 858 8
858 1106 7
1106 1249 6
1249 1281 5
1281 1522 4
1522 1787 3
1787 300000 2
1 35 35
2 64 65
3 12 45
4 46 53
5 87 87
6 33 108
7 34 72
8 14 79
9 39 62
10 30 105
11 16 121
12 62 167
13 99 215
14 5 277
15 92 148
16 32 218
17 91 97
18 88 216
19 74 292
20 97 217
21 83 369
22 62 156
23 95 214
24 92 204
25 86 273
26 74 107
27 50 55
28 78 232
29 38 665
30 6 643
31 37 196
32 16 523
33 23 850
34 55 484
35 8 837
36 31 629
37 69 921
38 60 227
39 55 744
40 39 206
41 45 689
42 18 792
43 22 140
44 93 777
45 17 43
