NOP: 45
NINT: 14
0 229 2
229 444 3
444 504 4
504 538 5
538 668 6
668 915 7
915 1024 8
1024 1227 7
1227 1275 6
1275 1339 5
1339 1511 4
1511 1707 3
1707 1957 2
1957 300000 1
1 67 68
2 6 8
3 77 77
4 86 86
5 55 108
6 34 72
7 30 104
8 69 122
9 22 183
10 2 93
11 52 67
12 14 158
13 24 142
14 59 86
15 40 258
16 81 131
17 76 319
18 70 266
19 18 367
20 30 83
21 100 373
22 85 112
23 27 278
24 37 315
25 9 273
26 70 234
27 37 535
28 42 56
29 28 52
30 77 569
31 4 35
32 84 326
33 15 263
34 42 658
35 98 625
36 74 148
37 40 287
38 62 876
39 87 352
40 17 187
41 43 411
42 14 986
43 28 917
44 11 327
45 48 765
