NOP: 45
NINT: 13
0 252 2
252 351 3
351 403 4
403 613 5
613 804 6
804 813 7
813 881 8
881 1080 7
1080 1342 6
1342 1531 5
1531 1641 4
1641 1679 3
1679 300000 2
1 95 95
2 35 46
3 31 39
4 55 65
5 16 68
6 80 87
7 50 65
8 21 128
9 78 142
10 57 79
11 35 241
12 42 100
13 11 64
14 74 141
15 78 281
16 80 255
17 90 116
18 34 293
19 3 228
20 25 56
21 60 173
22 71 451
23 38 238
24 42 121
25 74 259
26 31 373
27 96 518
28 1 632
29 83 401
30 16 393
31 27 652
32 89 489
33 20 98
34 67 418
35 40 425
36 6 491
37 43 363
38 79 298
39 33 367
40 31 911
41 97 122
42 79 776
43 9 760
44 84 730
45 86 334
