NOP: 60
NINT: 18
0 87 2
87 173 3
173 309 4
309 445 5
445 612 6
612 735 7
735 1006 8
1006 1013 9
1013 1101 10
1101 1145 9
1145 1295 8
1295 1377 7
1377 1389 6
1389 1579 5
1579 1638 4
1638 1663 3
1663 1816 2
1816 300000 1
1 58 58
2 61 62
3 62 63
4 77 86
5 22 68
6 90 129
7 11 87
8 62 139
9 17 93
10 29 142
11 79 236
12 19 141
13 4 239
14 59 175
15 57 131
16 52 75
17 89 361
18 21 336
19 52 410
20 42 299
21 17 421
22 9 16
23 72 74
24 14 320
25 78 411
26 12 207
27 44 301
28 14 569
29 19 233
30 40 435
31 100 323
32 23 167
33 75 564
34 9 193
35 6 459
36 65 110
37 38 137
38 55 526
39 3 19
40 34 281
41 9 104
42 52 176
43 59 75
44 46 535
45 48 770
46 40 217
47 97 170
48 6 940
49 67 663
50 62 185
51 89 641
52 80 987
53 83 770
54 64 1138
55 20 1125
56 55 188
57 85 703
58 57 624
59 50 618
60 58 496
