NOP: 60
NINT: 18
0 84 2
84 183 3
183 307 4
307 321 5
321 607 6
607 616 7
616 665 8
665 915 9
915 1211 10
1211 1350 9
1350 1431 8
1431 1682 7
1682 1985 6
1985 2128 5
2128 2208 4
2208 2304 3
2304 2440 2
2440 300000 1
1 19 19
2 58 59
3 62 62
4 66 68
5 12 45
6 62 98
7 13 79
8 72 109
9 90 127
10 7 217
11 20 177
12 32 161
13 97 222
14 31 46
15 86 141
16 58 203
17 85 92
18 57 208
19 71 77
20 12 251
21 3 331
22 63 420
23 85 142
24 58 433
25 99 473
26 46 232
27 11 195
28 63 246
29 9 248
30 81 474
31 60 226
32 54 369
33 6 534
34 43 294
35 28 321
36 40 210
37 61 579
38 43 397
39 18 924
40 67 570
41 93 649
42 63 533
43 48 1043
44 86 733
45 21 714
46 25 1099
47 4 602
48 70 331
49 66 165
50 67 385
51 16 213
52 89 122
53 100 1266
54 14 403
55 69 509
56 32 1023
57 59 732
58 49 1069
59 93 96
60 45 470
