NOP: 60
NINT: 19
0 269 1
269 520 2
520 790 3
790 1063 4
1063 1213 5
1213 1506 6
1506 1812 7
1812 2007 8
2007 2038 9
2038 2172 10
2172 2458 9
2458 2636 8
2636 2777 7
2777 2822 6
2822 3070 5
3070 3230 4
3230 3524 3
3524 3733 2
3733 300000 1
1 35 36
2 19 19
3 16 20
4 71 71
5 51 60
6 52 60
7 91 91
8 79 113
9 93 174
10 96 106
11 22 184
12 89 273
13 65 109
14 9 332
15 68 74
16 16 93
17 81 416
18 91 199
19 86 414
20 100 136
21 61 371
22 74 533
23 27 455
24 72 106
25 13 159
26 48 560
27 4 452
28 31 134
29 17 756
30 95 240
31 31 448
32 44 495
33 18 265
34 5 38
35 30 489
36 54 815
37 62 344
38 76 894
39 81 817
40 38 408
41 22 330
42 95 686
43 54 286
44 100 469
45 52 278
46 30 230
47 8 483
48 58 1155
49 75 822
50 46 335
51 45 824
52 90 552
53 31 1015
54 60 182
55 81 196
56 21 715
57 88 863
58 33 424
59 57 1036
60 70 759
